#TS 	 TEMP
13660 	 378.1749
13670 	 375.2446
13680 	 374.3074
13690 	 375.2231
13700 	 372.8183
13710 	 372.9141
13720 	 365.7790
13730 	 369.4996
13740 	 374.8750
13750 	 373.3945
13760 	 366.9136
13770 	 376.2203
13780 	 368.0785
13790 	 373.5740
13800 	 367.4985
13810 	 371.7558
13820 	 370.0678
13830 	 368.4907
13840 	 363.6053
13850 	 370.1599
13860 	 372.9832
13870 	 373.2577
13880 	 374.8779
13890 	 368.2664
13900 	 372.6534
13910 	 372.8232
13920 	 370.0109
13930 	 372.5302
13940 	 369.4253
13950 	 374.2076
13960 	 371.7649
13970 	 371.6421
13980 	 369.9693
13990 	 374.3286
14000 	 372.7788
14010 	 373.7911
14020 	 377.1030
