Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
1048          1048          +257.223      +690.82       +314.89       +44.8324      -1708.1       -298.453      +1307.77      -2006.56      -698.79       
1049          1049          +230.614      +733.209      +306.04       +38.9881      -1737.49      -301.256      +1308.85      -2038.74      -729.893      
1050          1050          +221.001      +746.936      +304.639      +47.9488      -1763.49      -278.751      +1320.53      -2042.24      -721.717      
1051          1051          +249.456      +708.651      +300.747      +40.5359      -1713.7       -294.218      +1299.39      -2007.92      -708.527      
1052          1052          +247.394      +716.316      +298.04       +48.2227      -1749.7       -272.026      +1309.97      -2021.72      -711.749      
1053          1053          +239.153      +706.847      +318.16       +43.1435      -1735.85      -305.581      +1307.3       -2041.43      -734.128      
1054          1054          +256.04       +698.488      +302.044      +41.0191      -1749.94      -296.959      +1297.59      -2046.9       -749.31       
1055          1055          +238.768      +682.329      +311.686      +50.6779      -1741.4       -287.146      +1283.46      -2028.55      -745.09       
1056          1056          +253.823      +729.294      +290.749      +38.4368      -1722.07      -295.442      +1312.3       -2017.51      -705.212      
1057          1057          +240.456      +729.26       +273.294      +45.0682      -1716.11      -292.934      +1288.08      -2009.04      -720.965      
1058          1058          +242.581      +736.519      +314.957      +47.3731      -1755.3       -291.978      +1341.43      -2047.28      -705.853      
1059          1059          +235.199      +701.926      +308.444      +41.6251      -1683.44      -301.589      +1287.19      -1985.03      -697.84       
1060          1060          +244.979      +729.816      +305.51       +39.5072      -1709.77      -298.729      +1319.81      -2008.5       -688.689      
1061          1061          +241.565      +723.016      +313.525      +42.4487      -1727.94      -297.412      +1320.55      -2025.35      -704.797      
1062          1062          +254.496      +718.361      +311.561      +47.4277      -1738.02      -284.572      +1331.85      -2022.59      -690.745      
1063          1063          +236.199      +711.629      +319.44       +49.0402      -1729.75      -306.328      +1316.31      -2036.08      -719.772      
1064          1064          +228.329      +720.124      +313.639      +42.1112      -1698.69      -304.29       +1304.2       -2002.98      -698.774      
1065          1065          +235.174      +736.884      +305.542      +49.4192      -1740.06      -290.241      +1327.02      -2030.3       -703.285      
1066          1066          +252.659      +699.963      +307.531      +53.5943      -1727.65      -285.019      +1313.75      -2012.67      -698.926      
1067          1067          +239.494      +728.518      +305.408      +46.4875      -1722.77      -289.916      +1319.91      -2012.69      -692.781      
1068          1068          +234.399      +735.284      +308.806      +43.4259      -1725.75      -293.533      +1321.91      -2019.29      -697.371      
1069          1069          +251.437      +720.086      +294.318      +34.1049      -1696.28      -284.579      +1299.95      -1980.86      -680.916      
1070          1070          +244.458      +732.725      +300.261      +44.2584      -1722.45      -323.889      +1321.7       -2046.34      -724.641      
1071          1071          +235.925      +716.666      +285.306      +34.4971      -1681.42      -286.113      +1272.39      -1967.53      -695.137      
1072          1072          +227.055      +751.737      +282.732      +39.2513      -1722.11      -272.062      +1300.78      -1994.17      -693.393      
1073          1073          +229.536      +731.163      +300.588      +44.3274      -1718.84      -291.042      +1305.61      -2009.88      -704.265      
1074          1074          +229.64       +718.535      +306.076      +38.005       -1706.11      -280.49       +1292.26      -1986.6       -694.341      
1075          1075          +238.619      +739.66       +309.075      +39.3688      -1700.82      -300.391      +1326.72      -2001.21      -674.485      
1076          1076          +246.946      +729.198      +330.052      +45.1753      -1735.43      -306.118      +1351.37      -2041.55      -690.176      
1077          1077          +274.854      +729.888      +310.218      +40.5458      -1698.93      -294.186      +1355.51      -1993.12      -637.615      
1078          1078          +220.526      +685.148      +306.387      +35.1432      -1637.46      -291.54       +1247.2       -1929         -681.8        
1079          1079          +239.095      +699.422      +306.943      +36.5372      -1665.71      -313.794      +1282         -1979.5       -697.505      
1080          1080          +233.804      +707.08       +300.906      +37.7318      -1673.3       -269.31       +1279.52      -1942.61      -663.087      
1081          1081          +229.697      +730.559      +310.894      +36.0943      -1713.85      -288.003      +1307.25      -2001.86      -694.61       
1082          1082          +236.941      +688.856      +307.527      +35.5455      -1699.3       -306.409      +1268.87      -2005.7       -736.835      
1083          1083          +233.194      +746.101      +294.768      +35.3626      -1730.29      -299.902      +1309.43      -2030.19      -720.768      
1084          1084          +237.381      +733.129      +294.623      +43.7344      -1714.13      -298.753      +1308.87      -2012.89      -704.02       
1085          1085          +243.737      +728.643      +315.171      +40.7343      -1715.92      -277.089      +1328.29      -1993         -664.719      
1086          1086          +259.702      +693.842      +304.663      +41.233       -1702.56      -280.484      +1299.44      -1983.05      -683.609      
1087          1087          +254.36       +749.694      +289.741      +49.8966      -1727.69      -300.917      +1343.69      -2028.61      -684.914      
1088          1088          +228.529      +735.583      +299.788      +46.6677      -1703.98      -303.104      +1310.57      -2007.09      -696.521      
1089          1089          +263.12       +716.312      +292.023      +41.2278      -1722.5       -284.398      +1312.68      -2006.89      -694.209      
1090          1090          +245.576      +754.958      +292.566      +42.3392      -1692.1       -284.97       +1335.44      -1977.07      -641.631      
1091          1091          +247.007      +738.562      +324.27       +43.3228      -1688.74      -307.297      +1353.16      -1996.03      -642.873      
1092          1092          +245.326      +721.875      +296.115      +49.515       -1684.48      -296.483      +1312.83      -1980.96      -668.132      
1093          1093          +253.742      +698.317      +301.267      +47.2959      -1693.96      -298.065      +1300.62      -1992.02      -691.401      
1094          1094          +241.082      +734.977      +299.008      +48.0922      -1742.63      -281.938      +1323.16      -2024.57      -701.406      
1095          1095          +252.827      +727.487      +302.483      +39.5061      -1710.92      -301.745      +1322.3       -2012.66      -690.362      
1096          1096          +224.503      +724.492      +310.208      +39.2862      -1696.27      -294.586      +1298.49      -1990.85      -692.364      
1097          1097          +242.505      +717.225      +308.792      +49.6927      -1696.25      -298.031      +1318.21      -1994.28      -676.068      
1098          1098          +227.757      +738.09       +289.99       +38.4518      -1711.4       -305.325      +1294.29      -2016.73      -722.439      
1099          1099          +251.261      +697.86       +308.897      +47.0677      -1663.75      -314.091      +1305.09      -1977.84      -672.756      
1100          1100          +214.38       +722.536      +308.782      +46.9977      -1705.66      -283.068      +1292.7       -1988.72      -696.028      
1101          1101          +222.57       +679.097      +298.021      +43.1028      -1680.85      -284.534      +1242.79      -1965.38      -722.591      
1102          1102          +223.579      +705.258      +317.888      +40.1482      -1688.85      -286.712      +1286.87      -1975.56      -688.686      
1103          1103          +217.406      +716.495      +308.062      +48.4759      -1672.4       -296.537      +1290.44      -1968.94      -678.499      
1104          1104          +217.122      +745.847      +311.879      +44.9847      -1723.36      -309.18       +1319.83      -2032.54      -712.711      
1105          1105          +223.257      +730.501      +305.863      +36.1863      -1715.75      -298.351      +1295.81      -2014.1       -718.29       
1106          1106          +245.155      +709.425      +308.441      +43.0813      -1706.14      -291.986      +1306.1       -1998.13      -692.023      
1107          1107          +235.196      +707.539      +301.428      +44.5912      -1720.74      -300.187      +1288.75      -2020.93      -732.174      
1108          1108          +234.617      +722.301      +314.396      +47.9703      -1747.42      -304.456      +1319.28      -2051.87      -732.59       
1109          1109          +251.981      +729.592      +309.747      +42.7795      -1774.3       -288.32       +1334.1       -2062.62      -728.516      
1110          1110          +251.45       +748.835      +293.733      +38.9328      -1789.94      -277.851      +1332.95      -2067.79      -734.84       
1111          1111          +255.93       +707.657      +308.545      +48.2344      -1736.18      -293.065      +1320.37      -2029.24      -708.878      
1112          1112          +213.66       +717.243      +303.012      +50.9504      -1742.94      -299.624      +1284.87      -2042.57      -757.7        
1113          1113          +239.343      +712.027      +307.014      +38.1559      -1750.58      -301.498      +1296.54      -2052.07      -755.534      
1114          1114          +246.418      +682.78       +296.974      +44.1943      -1739.83      -307.946      +1270.37      -2047.78      -777.409      
1115          1115          +245.922      +683.094      +310.511      +34.1992      -1737.72      -294.261      +1273.73      -2031.98      -758.252      
1116          1116          +239.696      +688.239      +308.42       +41.8611      -1755.13      -300.175      +1278.22      -2055.31      -777.09       
1117          1117          +236.498      +700.902      +309.368      +38.3594      -1732.49      -318.921      +1285.13      -2051.42      -766.289      
1118          1118          +239.335      +721.644      +304.026      +44.1113      -1728.99      -298.399      +1309.12      -2027.39      -718.27       
1119          1119          +243.993      +713.122      +304.933      +42.8945      -1716.51      -313.962      +1304.94      -2030.47      -725.532      
1120          1120          +234.43       +692.18       +311.761      +44.8138      -1695.68      -291.321      +1283.18      -1987         -703.816      
1121          1121          +235.898      +710.804      +285.074      +40.52        -1692.07      -284.832      +1272.3       -1976.9       -704.605      
1122          1122          +234.131      +693.967      +297.483      +37.9134      -1713.18      -282.272      +1263.49      -1995.45      -731.955      
1123          1123          +242.084      +698.753      +308.923      +41.5134      -1724.45      -298.1        +1291.27      -2022.55      -731.274      
1124          1124          +210.867      +755.492      +300.931      +53.4891      -1704.9       -286.123      +1320.78      -1991.02      -670.24       
1125          1125          +235.466      +753.655      +296.506      +41.1551      -1729.06      -305.867      +1326.78      -2034.93      -708.149      
1126          1126          +221.02       +732.416      +313.642      +37.2324      -1700.85      -318.942      +1304.31      -2019.79      -715.48       
1127          1127          +240.692      +712.49       +305.341      +49.2342      -1687.52      -304.307      +1307.76      -1991.83      -684.071      
1128          1128          +235.444      +704.097      +316.574      +47.3071      -1727.53      -290.901      +1303.42      -2018.43      -715.011      
1129          1129          +239.764      +671.55       +308.296      +36.4173      -1691.56      -315.616      +1256.03      -2007.17      -751.144      
1130          1130          +222.279      +680.469      +306.72       +46.7141      -1698.81      -301.322      +1256.18      -2000.14      -743.955      
1131          1131          +245.274      +737.339      +308.283      +46.8182      -1730.12      -315.322      +1337.71      -2045.45      -707.732      
1132          1132          +218.656      +727.525      +313.872      +49.8751      -1698.14      -305.85       +1309.93      -2003.99      -694.064      
1133          1133          +218.397      +722.194      +309.303      +50.1432      -1657.07      -303.627      +1300.04      -1960.7       -660.66       
1134          1134          +255.085      +701.98       +310.841      +51.5766      -1689.63      -300.653      +1319.48      -1990.28      -670.802      
1135          1135          +243.935      +710.617      +305.015      +38.6602      -1655.9       -316.29       +1298.23      -1972.19      -673.964      
1136          1136          +249.222      +717.802      +303.38       +39.9381      -1662.32      -313.278      +1310.34      -1975.59      -665.253      
1137          1137          +238.431      +666.938      +312.678      +50.6109      -1684.17      -282.638      +1268.66      -1966.81      -698.155      
1138          1138          +246.493      +701.57       +294.267      +42.314       -1651.49      -306.25       +1284.64      -1957.74      -673.097      
1139          1139          +250.371      +712.375      +307.38       +33.4395      -1651         -287.417      +1303.57      -1938.42      -634.851      
1140          1140          +228.212      +735.339      +304.581      +42.1817      -1693.88      -284.981      +1310.31      -1978.86      -668.546      
1141          1141          +243.765      +707.764      +292.578      +48.6469      -1684.64      -309.245      +1292.75      -1993.88      -701.128      
1142          1142          +225.204      +727.42       +308.494      +37.2438      -1697.42      -287.986      +1298.36      -1985.41      -687.046      
1143          1143          +241.443      +688.248      +310.139      +40.1348      -1691.27      -289.706      +1279.97      -1980.97      -701.009      
1144          1144          +236.734      +716.636      +307.716      +48.3022      -1700.77      -291.374      +1309.39      -1992.14      -682.754      
1145          1145          +241.643      +704.197      +292.042      +38.6786      -1657         -294.907      +1276.56      -1951.91      -675.348      
1146          1146          +246.413      +736.697      +298.147      +43.9405      -1730.43      -309.444      +1325.2       -2039.88      -714.679      
1147          1147          +255.387      +747.456      +311.413      +42.6927      -1709.59      -283.455      +1356.95      -1993.04      -636.092      
1148          1148          +267.031      +708.126      +311.339      +46.3155      -1722.26      -306.728      +1332.81      -2028.99      -696.176      
1149          1149          +252.839      +705.725      +309.297      +44.4369      -1720.47      -298.044      +1312.3       -2018.51      -706.216      
1150          1150          +239.206      +702.92       +316.212      +41.4964      -1674.39      -328.086      +1299.84      -2002.47      -702.638      
1151          1151          +237.467      +683.5        +297.213      +42.9655      -1679.57      -315.962      +1261.15      -1995.53      -734.383      
1152          1152          +213.483      +703.619      +312.592      +41.4024      -1685.43      -291.506      +1271.1       -1976.94      -705.84       
1153          1153          +222.635      +713.159      +311.609      +49.9119      -1717.71      -271.342      +1297.32      -1989.06      -691.74       
1154          1154          +256.323      +727.11       +315.974      +47.7328      -1722.69      -306.05       +1347.14      -2028.74      -681.601      
1155          1155          +230.856      +694.25       +305.108      +39.4397      -1702.29      -293.199      +1269.65      -1995.49      -725.834      
1156          1156          +256.307      +693.923      +320.385      +41.3163      -1702.99      -301.733      +1311.93      -2004.73      -692.797      
1157          1157          +218.746      +747.277      +305.769      +41.2841      -1735.71      -280.567      +1313.08      -2016.28      -703.203      
1158          1158          +243.448      +716.991      +303.522      +47.4622      -1689.82      -276.978      +1311.42      -1966.8       -655.373      
1159          1159          +247.681      +744.817      +323.461      +42.9169      -1697.66      -309.59       +1358.87      -2007.26      -648.38       
1160          1160          +248.791      +760.959      +310.272      +42.9549      -1693.43      -321.031      +1362.98      -2014.46      -651.488      
1161          1161          +242.673      +766.509      +308.703      +41.9651      -1684.08      -315.771      +1359.85      -1999.85      -640.004      
1162          1162          +241.992      +720.447      +312.996      +38.4448      -1708.96      -292.727      +1313.88      -2001.69      -687.807      
1163          1163          +247.662      +752.011      +300.759      +51.0264      -1681.61      -299.14       +1351.46      -1980.74      -629.287      
1164          1164          +233.296      +718.563      +313.449      +43.7741      -1679.85      -295.07       +1309.08      -1974.92      -665.839      
1165          1165          +250.592      +737.068      +294.895      +37.0718      -1725.55      -272.352      +1319.63      -1997.9       -678.276      
1166          1166          +239.482      +741.682      +312.724      +38.0696      -1690.67      -301.369      +1331.96      -1992.03      -660.077      
1167          1167          +242.943      +704.594      +306.257      +44.2521      -1698.41      -291.48       +1298.05      -1989.89      -691.84       
1168          1168          +252.468      +747.136      +294.709      +39.9315      -1690.64      -300.39       +1334.24      -1991.03      -656.787      
1169          1169          +243          +722.136      +292.051      +39.0526      -1698.62      -275.889      +1296.24      -1974.51      -678.267      
1170          1170          +254.385      +733.625      +301.234      +38.3289      -1716.12      -298.929      +1327.57      -2015.05      -687.478      
1171          1171          +249.368      +715.294      +316.078      +36.8301      -1703.98      -291.982      +1317.57      -1995.96      -678.392      
1172          1172          +242.496      +746.202      +313.056      +46.4443      -1681.66      -311.112      +1348.2       -1992.78      -644.578      
1173          1173          +240.396      +717.743      +316.368      +39.5504      -1706.84      -294.91       +1314.06      -2001.75      -687.695      
1174          1174          +225.874      +720.207      +316.59       +43.9401      -1673.03      -282.947      +1306.61      -1955.97      -649.361      
1175          1175          +223.495      +764.562      +312.471      +42.383       -1713.98      -288.51       +1342.91      -2002.49      -659.576      
1176          1176          +257.003      +725.892      +314.263      +44.2792      -1735.3       -284.042      +1341.44      -2019.34      -677.905      
1177          1177          +250.042      +704.306      +311.517      +45.2082      -1676.77      -312.055      +1311.07      -1988.83      -677.752      
1178          1178          +227.441      +740.923      +302.971      +43.8175      -1697.32      -292.687      +1315.15      -1990.01      -674.855      
1179          1179          +243.241      +698.426      +308.26       +36.7129      -1684.91      -274.17       +1286.64      -1959.08      -672.444      
1180          1180          +247.441      +712.179      +310.607      +40.7088      -1680.28      -277.557      +1310.93      -1957.83      -646.898      
1181          1181          +229.034      +728.271      +307.138      +35.9253      -1638.32      -297.644      +1300.37      -1935.97      -635.599      
1182          1182          +228.254      +749.119      +307.024      +38.5055      -1647.37      -305.99       +1322.9       -1953.36      -630.458      
1183          1183          +234.619      +692.982      +313.119      +34.9507      -1651.01      -295.645      +1275.67      -1946.66      -670.988      
1184          1184          +237.425      +715.355      +301.702      +41.6123      -1629.63      -287.22       +1296.1       -1916.85      -620.753      
1185          1185          +249.909      +716.424      +302.449      +39.4212      -1654.18      -312.546      +1308.2       -1966.72      -658.518      
1186          1186          +229.116      +703.352      +308.139      +41.3864      -1669.22      -295.577      +1281.99      -1964.79      -682.8        
1187          1187          +240.1        +724.864      +311.269      +41.7578      -1688.66      -296.26       +1317.99      -1984.92      -666.926      
1188          1188          +241.303      +729.048      +296.247      +41.2988      -1670.15      -297.704      +1307.9       -1967.86      -659.959      
1189          1189          +225.733      +715.043      +300.056      +37.7015      -1663.76      -277.894      +1278.53      -1941.65      -663.117      
1190          1190          +210.28       +725.915      +312.243      +42.8875      -1644.26      -301.075      +1291.33      -1945.34      -654.01       
1191          1191          +227.358      +708.407      +301.507      +43.851       -1669.13      -285.986      +1281.12      -1955.12      -673.994      
1192          1192          +235.003      +709.218      +309.547      +41.5669      -1669.62      -291.299      +1295.34      -1960.92      -665.58       
1193          1193          +229.19       +717.841      +301.469      +41.7396      -1643.7       -307.833      +1290.24      -1951.53      -661.292      
1194          1194          +253.765      +692.005      +328.495      +39.0923      -1641.04      -273.804      +1313.36      -1914.85      -601.49       
1195          1195          +261.599      +707.367      +306.363      +36.7248      -1673.9       -287.893      +1312.05      -1961.79      -649.736      
1196          1196          +216.097      +732.84       +301.196      +35.4299      -1665.71      -298.995      +1285.56      -1964.71      -679.142      
1197          1197          +238.58       +707.14       +317.65       +41.2223      -1679.8       -297.429      +1304.59      -1977.23      -672.635      
1198          1198          +240.757      +700.285      +308.481      +46.4597      -1704.08      -301.074      +1295.98      -2005.15      -709.171      
1199          1199          +233.18       +693.461      +307.556      +53.1208      -1683.05      -290.733      +1287.32      -1973.78      -686.461      
1200          1200          +247.782      +714.114      +305.51       +40.4191      -1690.65      -291.497      +1307.83      -1982.15      -674.327      
1201          1201          +245.025      +700.388      +313.622      +50.6084      -1697.77      -290.961      +1309.64      -1988.73      -679.091      
1202          1202          +247.102      +722.034      +283.666      +36.0583      -1682.31      -302.899      +1288.86      -1985.21      -696.345      
1203          1203          +238.447      +715.297      +301.089      +35.5173      -1673.38      -299.869      +1290.35      -1973.25      -682.896      
1204          1204          +237.983      +726.447      +320.171      +40.4489      -1676.23      -311.952      +1325.05      -1988.18      -663.132      
1205          1205          +232.566      +706.837      +311.229      +46.4069      -1700.45      -287.945      +1297.04      -1988.39      -691.354      
1206          1206          +239.018      +742.169      +314.634      +50.6818      -1720.09      -311.573      +1346.5       -2031.66      -685.161      
1207          1207          +264.22       +723.685      +303.382      +42.818       -1757.69      -286.585      +1334.11      -2044.27      -710.167      
1208          1208          +246.997      +716.221      +304.878      +39.4024      -1745.35      -293.993      +1307.5       -2039.35      -731.848      
1209          1209          +232.036      +728.429      +296.972      +40.1476      -1693.59      -300.812      +1297.58      -1994.4       -696.818      
1210          1210          +248.928      +709.265      +291.606      +34.6059      -1703.14      -289.156      +1284.4       -1992.3       -707.892      
1211          1211          +222.06       +701.608      +317.229      +43.1175      -1714.29      -295.843      +1284.01      -2010.13      -726.117      
1212          1212          +217.75       +720.569      +299.886      +37.6717      -1658.89      -288.237      +1275.88      -1947.12      -671.246      
1213          1213          +244.431      +699.502      +305.677      +35.537       -1700.36      -298.526      +1285.15      -1998.88      -713.738      
1214          1214          +222.727      +703.055      +303.992      +35.9289      -1688.26      -282.738      +1265.7       -1971         -705.299      
1215          1215          +234.534      +742.581      +315.732      +43.8288      -1715.9       -290.758      +1336.68      -2006.66      -669.981      
1216          1216          +207.042      +794.462      +303.777      +44.7879      -1712.5       -298.322      +1350.07      -2010.82      -660.752      
1217          1217          +253.09       +710.267      +303.61       +42.083       -1702.82      -287.146      +1309.05      -1989.97      -680.919      
1218          1218          +225.888      +726.079      +319.255      +44.5017      -1658.93      -300.641      +1315.72      -1959.57      -643.848      
1219          1219          +235.866      +742.764      +316.526      +43.2405      -1694.57      -304.74       +1338.4       -1999.31      -660.918      
1220          1220          +226.362      +713.151      +308.73       +43.1945      -1702.42      -291.855      +1291.44      -1994.28      -702.839      
1221          1221          +236.776      +703.61       +313.198      +34.7981      -1712.94      -297.133      +1288.38      -2010.07      -721.69       
1222          1222          +234.59       +720.229      +295.065      +44.9863      -1726.78      -302.828      +1294.87      -2029.61      -734.74       
1223          1223          +230.81       +733.338      +318.767      +51.1191      -1704.18      -278.381      +1334.03      -1982.56      -648.526      
1224          1224          +238.34       +727.24       +322.042      +48.4885      -1743.96      -298.157      +1336.11      -2042.12      -706.006      
1225          1225          +252.81       +700.931      +322.423      +48.0504      -1716.84      -309.74       +1324.21      -2026.58      -702.37       
1226          1226          +224.69       +720.317      +301.597      +45.1825      -1720.01      -283.487      +1291.79      -2003.5       -711.709      
1227          1227          +243.787      +707.94       +315.156      +44.5751      -1711.69      -299.471      +1311.46      -2011.16      -699.704      
1228          1228          +254.399      +665.59       +316.045      +33.001       -1709.89      -275.967      +1269.03      -1985.86      -716.825      
1229          1229          +239.072      +717.405      +304.719      +40.5343      -1723.45      -291.273      +1301.73      -2014.72      -712.991      
1230          1230          +237.406      +728.991      +325.079      +43.4703      -1703.55      -293.889      +1334.95      -1997.44      -662.493      
1231          1231          +251.911      +697.129      +320.075      +45.8462      -1727.65      -291.342      +1314.96      -2018.99      -704.027      
1232          1232          +247.337      +734.855      +313.722      +46.0823      -1719.8       -294.819      +1342         -2014.62      -672.624      
1233          1233          +241.956      +688.755      +307.587      +40.6463      -1698.56      -294.953      +1278.94      -1993.51      -714.571      
1234          1234          +214.28       +696.072      +305.493      +42.8085      -1673.7       -283.968      +1258.65      -1957.67      -699.018      
1235          1235          +229          +695.519      +302.743      +50.1336      -1694.45      -294.114      +1277.4       -1988.57      -711.171      
1236          1236          +235.482      +713.524      +310.306      +48.3944      -1677.7       -304.321      +1307.71      -1982.02      -674.317      
1237          1237          +243.078      +713.381      +308.902      +36.6078      -1698.73      -290.141      +1301.97      -1988.87      -686.905      
1238          1238          +236.736      +731.682      +314.269      +43.8641      -1686.13      -317.344      +1326.55      -2003.47      -676.919      
1239          1239          +235.386      +712.686      +298.306      +45.7587      -1724.58      -300.048      +1292.14      -2024.63      -732.49       
1240          1240          +241.447      +674.209      +306.315      +37.0433      -1683.72      -298.597      +1259.01      -1982.32      -723.306      
1241          1241          +221.181      +714.721      +282.605      +37.2572      -1679.29      -294.497      +1255.76      -1973.79      -718.023      
1242          1242          +221.075      +699.953      +294.372      +39.3085      -1674.75      -301.139      +1254.71      -1975.89      -721.181      
1243          1243          +219.57       +704.086      +310.187      +31.5145      -1668.75      -294.917      +1265.36      -1963.67      -698.311      
1244          1244          +228.949      +670.117      +304.612      +43.868       -1686.98      -298.261      +1247.55      -1985.24      -737.692      
1245          1245          +246.896      +715.224      +299.327      +34.8761      -1691.26      -302.373      +1296.32      -1993.63      -697.306      
1246          1246          +229.386      +693.551      +286.659      +40.6722      -1703.86      -258.988      +1250.27      -1962.84      -712.576      
1247          1247          +229.781      +708.895      +294.817      +44.0135      -1723.31      -269.677      +1277.51      -1992.99      -715.484      
1248          1248          +212.016      +739.737      +300.283      +46.0632      -1719.71      -311.825      +1298.1       -2031.54      -733.44       
1249          1249          +249.449      +717.933      +315.471      +41.5792      -1730.02      -290.605      +1324.43      -2020.63      -696.194      
1250          1250          +248.752      +703.937      +305.368      +41.3254      -1742.71      -298.281      +1299.38      -2040.99      -741.605      
1251          1251          +254.595      +733.93       +315.148      +39.1702      -1724.91      -294.388      +1342.84      -2019.3       -676.459      
1252          1252          +234.113      +707.187      +310.113      +45.3343      -1729.31      -297.998      +1296.75      -2027.3       -730.556      
1253          1253          +264.378      +704.516      +290.325      +37.7895      -1694.68      -306.955      +1297.01      -2001.64      -704.628      
1254          1254          +234.289      +749.541      +309.217      +44.1044      -1732.02      -298.004      +1337.15      -2030.03      -692.874      
1255          1255          +231.465      +716.726      +294.426      +45.0436      -1687.47      -311.955      +1287.66      -1999.42      -711.761      
1256          1256          +232.194      +761.252      +305.366      +49.1849      -1719.18      -282.687      +1348         -2001.86      -653.866      
1257          1257          +251.444      +723.555      +298.209      +39.5061      -1696.75      -323.206      +1312.71      -2019.96      -707.242      
1258          1258          +231.936      +684.234      +304.132      +42.9793      -1652.58      -303.7        +1263.28      -1956.28      -693.003      
1259          1259          +262.06       +720.79       +309.947      +41.1381      -1704.03      -307.293      +1333.93      -2011.32      -677.388      
1260          1260          +233.054      +722.269      +295.435      +36.4659      -1686.77      -287.475      +1287.22      -1974.25      -687.021      
1261          1261          +242.43       +711.714      +294.393      +40.0228      -1731.73      -305.416      +1288.56      -2037.14      -748.582      
1262          1262          +225.338      +725.103      +289.389      +35.5985      -1695.7       -271.837      +1275.43      -1967.54      -692.107      
1263          1263          +244.492      +712.41       +303.76       +36.0268      -1707.81      -295.273      +1296.69      -2003.09      -706.396      
1264          1264          +236.005      +709.167      +298.956      +40.854       -1710.11      -298.996      +1284.98      -2009.1       -724.124      
1265          1265          +254.3        +691.794      +312.058      +43.8136      -1703.58      -273.972      +1301.97      -1977.55      -675.584      
1266          1266          +238.701      +731.366      +295.421      +51.3184      -1675.1       -294.437      +1316.81      -1969.54      -652.734      
1267          1267          +228.454      +707.259      +313.995      +39.4616      -1686.53      -278.915      +1289.17      -1965.44      -676.275      
1268          1268          +235.689      +703.31       +308.875      +44.9623      -1718.12      -273.487      +1292.84      -1991.61      -698.77       
1269          1269          +263.965      +722.299      +306.033      +53.5034      -1737.97      -289.109      +1345.8       -2027.07      -681.274      
1270          1270          +235.834      +699.827      +297.675      +51.6583      -1704.79      -272.682      +1284.99      -1977.47      -692.476      
1271          1271          +246.387      +696.883      +310.43       +47.7041      -1729.53      -292.16       +1301.4       -2021.69      -720.281      
1272          1272          +219.885      +717.751      +312.52       +39.4882      -1699.9       -272.877      +1289.64      -1972.78      -683.135      
1273          1273          +236.029      +710.214      +313.828      +40.9845      -1747.06      -293.771      +1301.05      -2040.83      -739.774      
1274          1274          +253.893      +732.271      +309.721      +43.7684      -1748.13      -310.806      +1339.65      -2058.94      -719.283      
1275          1275          +248.554      +707.964      +306.606      +46.8717      -1777.56      -278.064      +1310         -2055.62      -745.625      
1276          1276          +248.067      +706.805      +316.923      +46.1334      -1768.48      -293.141      +1317.93      -2061.62      -743.696      
1277          1277          +258.495      +717.092      +299.397      +44.6506      -1753.86      -301.523      +1319.64      -2055.38      -735.748      
1278          1278          +249.193      +736.361      +294.665      +37.4046      -1750.62      -290.353      +1317.62      -2040.98      -723.353      
1279          1279          +242.65       +710.552      +300.621      +48.2513      -1734.14      -303.454      +1302.07      -2037.59      -735.519      
1280          1280          +232.189      +749.831      +305.043      +46.806       -1764.26      -284.325      +1333.87      -2048.58      -714.715      
1281          1281          +229.751      +728.4        +306.415      +42.7939      -1749.89      -265.103      +1307.36      -2015         -707.638      
1282          1282          +253.278      +720.152      +302.497      +44.0591      -1698.27      -293.754      +1319.99      -1992.02      -672.036      
1283          1283          +250.418      +720.37       +308.353      +45.2984      -1743.11      -285.41       +1324.44      -2028.52      -704.077      
1284          1284          +237.497      +688.743      +305.347      +41.9132      -1744.63      -277.658      +1273.5       -2022.29      -748.787      
1285          1285          +246.479      +730.989      +312.156      +40.6766      -1721.94      -285.561      +1330.3       -2007.5       -677.198      
1286          1286          +253.22       +702.987      +300.201      +40.4294      -1738.09      -280.327      +1296.84      -2018.41      -721.576      
1287          1287          +219.556      +736.527      +297.892      +51.092       -1724.64      -285.728      +1305.07      -2010.37      -705.303      
1288          1288          +228.725      +693.959      +294.682      +32.1503      -1726.87      -296.239      +1249.52      -2023.11      -773.597      
1289          1289          +238.576      +672.708      +310.255      +43.5581      -1700.38      -294.325      +1265.1       -1994.7       -729.605      
1290          1290          +232.664      +720.289      +311.957      +38.044       -1728.15      -282.783      +1302.95      -2010.93      -707.976      
1291          1291          +229.096      +687.054      +312.93       +44.3024      -1720.12      -305.829      +1273.38      -2025.95      -752.565      
1292          1292          +233.33       +724.892      +324.029      +51.3836      -1702.98      -294.867      +1333.63      -1997.85      -664.214      
1293          1293          +242.673      +734.265      +304.877      +42.7142      -1724.2       -284.465      +1324.53      -2008.66      -684.131      
1294          1294          +242.68       +695.548      +294.027      +41.15        -1708.66      -283.72       +1273.41      -1992.38      -718.977      
1295          1295          +251.439      +719.888      +318          +41.4897      -1715.91      -310.277      +1330.82      -2026.19      -695.374      
1296          1296          +232.933      +747.504      +314.126      +48.125       -1737.41      -287.235      +1342.69      -2024.65      -681.96       
1297          1297          +204.764      +728.889      +306.45       +50.6474      -1708.98      -293.559      +1290.75      -2002.54      -711.792      
