Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
58            58            +230.831      +677.6        +322.988      +36.1987      -1730.88      -302.077      +1267.62      -2032.96      -765.344      
59            59            +230.769      +718.274      +313.58       +48.6201      -1742.54      -302.648      +1311.24      -2045.18      -733.941      
60            60            +229.14       +745.948      +299.038      +35.9235      -1709.51      -308.856      +1310.05      -2018.37      -708.319      
61            61            +248.043      +720.899      +302.778      +37.7656      -1728.63      -310.613      +1309.48      -2039.25      -729.761      
62            62            +235.213      +751.611      +312.976      +41.1046      -1737.19      -305.7        +1340.9       -2042.89      -701.99       
63            63            +246.931      +735.137      +300.103      +42.4075      -1741.63      -300.137      +1324.58      -2041.76      -717.186      
64            64            +229.708      +718.765      +302.878      +47.7538      -1747.77      -306.182      +1299.1       -2053.95      -754.845      
65            65            +264.338      +726.682      +302.302      +50.023       -1752.18      -290.625      +1343.34      -2042.81      -699.463      
66            66            +255.813      +722.359      +300.565      +40.7568      -1759.5       -287.499      +1319.49      -2047         -727.504      
67            67            +222.58       +700.199      +295.62       +41.6395      -1718.55      -319.57       +1260.04      -2038.12      -778.077      
68            68            +248.983      +727.833      +312.067      +39.5079      -1738.08      -292.908      +1328.39      -2030.98      -702.593      
69            69            +253.021      +756.69       +330.832      +50.376       -1729.52      -312.533      +1390.92      -2042.05      -651.131      
70            70            +255.441      +729.935      +309.382      +47.6458      -1746.38      -302.739      +1342.4       -2049.11      -706.711      
71            71            +233.095      +758.752      +296.029      +42.7584      -1749.37      -289.689      +1330.63      -2039.06      -708.423      
72            72            +242.611      +719.649      +296.723      +42.0732      -1728.92      -303.657      +1301.06      -2032.57      -731.516      
73            73            +242.423      +720.514      +320.923      +51.8105      -1764.04      -290.426      +1335.67      -2054.46      -718.79       
74            74            +253.985      +685.319      +315.263      +35.139       -1739.44      -310.954      +1289.71      -2050.4       -760.69       
